iter	RMSE
1515	0.1867821892
1516	0.1867057213
1517	0.186613965
1518	0.1865247768
1519	0.1864866465
1520	0.1864110963
1521	0.1863839854
1522	0.1863359554
1523	0.1863020255
1524	0.1862262354
1525	0.1861723733
1526	0.1861435784
1527	0.1860650374
1528	0.1859826478
1529	0.1859386912
1530	0.1858778586
1531	0.1857664963
1532	0.1856926902
1533	0.1856318092
1534	0.1854996409
1535	0.1854439115
1536	0.1853989119
1537	0.1853694332
1538	0.1853107012
1539	0.1852342564
1540	0.1851713037
1541	0.185108788
1542	0.1850467353
1543	0.1849485001
1544	0.184942379
1545	0.1848865815
1546	0.1848060062
1547	0.1847364683
1548	0.1847181703
1549	0.1846922296
1550	0.1846176981
1551	0.1845547128
1552	0.1844911271
1553	0.184440158
1554	0.1843744424
1555	0.1843375501
1556	0.1842789806
1557	0.18424239
1558	0.1842134721
1559	0.1841741211
1560	0.1841642408
1561	0.1840734091
1562	0.1839865366
1563	0.1839161663
1564	0.1838425131
1565	0.1838126259
1566	0.1837500563
1567	0.1836973386
1568	0.1836614592
1569	0.183594083
1570	0.1835421918
1571	0.1834906143
1572	0.183403571
1573	0.1833374618
1574	0.183252223
1575	0.1831681558
1576	0.1830981188
1577	0.1830807818
1578	0.1830030802
1579	0.1829488926
1580	0.1829066355
1581	0.1828525853
1582	0.1827589014
1583	0.182718081
1584	0.1827037464
1585	0.1826336604
1586	0.1825699651
1587	0.1824700797
1588	0.1824009974
1589	0.1823475881
1590	0.1822482484
1591	0.1822096049
1592	0.1821645189
1593	0.1821019617
1594	0.1820455965
1595	0.1819858518
1596	0.1819249856
1597	0.1818503299
1598	0.1817931866
1599	0.1817653349
1600	0.1816827631
1601	0.1815963304
1602	0.1814805674
1603	0.1814051095
1604	0.1812859861
1605	0.1812201129
1606	0.1811664836
1607	0.1811079016
1608	0.1810520114
1609	0.1809838684
1610	0.1809068975
1611	0.1808479947
1612	0.1807851895
1613	0.1807760643
1614	0.1807320899
1615	0.1806915834
1616	0.1806130399
1617	0.1805549693
1618	0.1804913303
1619	0.1804188518
1620	0.1803714919
1621	0.1803277716
1622	0.1802674312
1623	0.1802104495
1624	0.1801379534
1625	0.1800515387
1626	0.1799661931
1627	0.1797857
1628	0.1797091771
1629	0.1796661051
1630	0.1796278221
1631	0.179556865
1632	0.1795000789
1633	0.179454002
1634	0.1793803909
1635	0.1793310855
1636	0.1792532858
1637	0.1792083398
1638	0.1791393537
1639	0.1790227527
1640	0.1789658765
1641	0.1789122555
1642	0.1788986679
1643	0.1788629396
1644	0.1788049752
1645	0.1787786818
1646	0.1787291331
1647	0.1786707845
1648	0.1786204658
1649	0.1785858945
1650	0.1784699228
1651	0.1784260839
1652	0.1783584872
1653	0.1783037209
1654	0.1782733121
1655	0.1782128544
1656	0.1781640012
1657	0.1781335975
1658	0.1780663708
1659	0.1780218565
1660	0.1779814308
1661	0.1779417832
1662	0.1779047377
1663	0.1778680203
1664	0.1778402025
1665	0.1777531865
1666	0.1777260084
1667	0.1776498641
1668	0.1776188824
1669	0.1775486476
1670	0.17745353
1671	0.1774000779
1672	0.1772900984
1673	0.1771988433
1674	0.1771076329
1675	0.1770022421
1676	0.1769329578
1677	0.176869318
1678	0.1767989562
1679	0.1767459627
1680	0.1766984684
1681	0.1766121039
1682	0.1765491391
1683	0.1764730688
1684	0.1763684681
1685	0.1762842705
1686	0.1762071189
1687	0.1761335773
1688	0.1760802513
1689	0.1760204454
1690	0.1759630705
1691	0.1759032904
1692	0.1758040236
1693	0.1757665876
1694	0.1756947211
1695	0.1756506696
1696	0.1755841665
1697	0.1755682849
1698	0.1755138673
1699	0.1754879213
1700	0.1754579296
1701	0.1754434041
1702	0.1754104553
1703	0.1753516809
1704	0.175296536
1705	0.1752389185
1706	0.1751565564
1707	0.1751125927
1708	0.1750384315
1709	0.1749956727
1710	0.1749563474
1711	0.1749130804
1712	0.1747948652
1713	0.1747381989
1714	0.1746646545
1715	0.174609489
1716	0.1745351037
1717	0.1744912586
1718	0.1744204869
1719	0.1743674687
1720	0.1743393142
1721	0.1742502465
1722	0.1742061768
1723	0.1741050948
1724	0.1740582074
1725	0.1740060321
1726	0.173960318
1727	0.1738894058
1728	0.173809375
1729	0.1737850609
1730	0.1737428598
1731	0.1736753698
1732	0.1736352636
1733	0.1735501399
1734	0.1734760049
1735	0.1734357819
1736	0.173392216
1737	0.1733302475
1738	0.173219056
1739	0.173132979
1740	0.173097789
1741	0.1730402946
1742	0.1730164791
1743	0.1729462625
1744	0.1728958041
1745	0.1728500535
1746	0.1727461514
1747	0.1726360818
1748	0.1725872656
1749	0.1725760142
1750	0.1725179127
1751	0.1724141875
1752	0.1723562479
1753	0.1722894888
1754	0.1721936046
1755	0.1721444464
1756	0.1720977311
1757	0.1720746008
1758	0.172013679
1759	0.1719930402
1760	0.1719713976
1761	0.171911396
1762	0.1718736322
1763	0.1717791539
1764	0.1717223639
1765	0.1716601821
1766	0.1716011285
1767	0.1715561747
1768	0.1714830151
1769	0.171436043
1770	0.1713774538
1771	0.1713309728
1772	0.1712690149
1773	0.1712080827
1774	0.1710917371
1775	0.171047654
1776	0.1709947571
1777	0.1709790284
1778	0.1709562157
1779	0.1708717138
1780	0.1707565927
1781	0.1707252278
1782	0.1706555272
1783	0.1706082126
1784	0.1705737098
1785	0.1704852353
1786	0.1704047188
1787	0.1703774436
1788	0.1703352737
1789	0.1702945294
1790	0.1702032102
1791	0.1701627536
1792	0.170072327
1793	0.1700171383
1794	0.1700032118
1795	0.1699766531
1796	0.1699436686
1797	0.1699148623
1798	0.1698519478
1799	0.1698156808
1800	0.1697019546
1801	0.1696316887
1802	0.1695156436
1803	0.169500972
1804	0.1694171607
1805	0.1693422143
1806	0.1692969298
1807	0.1692301245
1808	0.1691734912
1809	0.1691400326
1810	0.1691008177
1811	0.1690176544
1812	0.1689754075
1813	0.1688770444
1814	0.168810986
1815	0.1687618802
1816	0.168725195
1817	0.1686950356
1818	0.1686403665
1819	0.1685981834
1820	0.1685671022
1821	0.1685492515
1822	0.1685042725
1823	0.1684158416
1824	0.1683653013
1825	0.1683268583
1826	0.1682810113
1827	0.1682546065
1828	0.1682122061
1829	0.1681956146
1830	0.168157946
1831	0.1680988673
1832	0.1680735697
1833	0.1680098712
1834	0.1679303069
1835	0.167869596
1836	0.1677410918
1837	0.1677072481
1838	0.1676214828
1839	0.1675652461
1840	0.1675245586
1841	0.1674701847
1842	0.1673808241
1843	0.1673692292
1844	0.1673258607
1845	0.167274857
1846	0.1672133862
1847	0.1671549222
1848	0.1671206123
1849	0.1670685813
1850	0.1670254804
1851	0.1669706221
1852	0.1668988458
1853	0.1668300979
1854	0.1667836308
1855	0.16674581
1856	0.1666625562
1857	0.1665877897
1858	0.1665346938
1859	0.1664852628
1860	0.1664319084
1861	0.1664085689
1862	0.1663711227
1863	0.1663384963
1864	0.1662910062
1865	0.1662544912
1866	0.1661937465
1867	0.1661424784
1868	0.1660594558
1869	0.1660243997
1870	0.1659776193
1871	0.1659209552
1872	0.1658310593
1873	0.1658025161
1874	0.165719947
1875	0.1656508203
1876	0.1655706596
1877	0.165539829
1878	0.1654524512
1879	0.1653541982
1880	0.1653020052
1881	0.1652463659
1882	0.1651606728
1883	0.1651210156
1884	0.1650919817
1885	0.1650251891
1886	0.1649290614
1887	0.1648814772
1888	0.1648043266
1889	0.1647176358
1890	0.1646581682
1891	0.1646159221
1892	0.1645703864
1893	0.1645131289
1894	0.1644835542
1895	0.1644296582
1896	0.1644177952
1897	0.1644036925
1898	0.1643640617
1899	0.1643111818
1900	0.1643024396
1901	0.1642937933
1902	0.1642725879
1903	0.1642363687
1904	0.1641517746
1905	0.1641121527
1906	0.1640878818
1907	0.1640441138
1908	0.1640202124
1909	0.1639672765
1910	0.163891737
1911	0.1638799518
1912	0.1638268404
1913	0.163764188
1914	0.1637169953
1915	0.1636401744
1916	0.1635391181
1917	0.1634753385
1918	0.1634505816
1919	0.1634170584
1920	0.1633648395
1921	0.1632774644
1922	0.163209969
1923	0.1631498765
1924	0.1631199295
1925	0.1630785495
1926	0.1630269883
1927	0.1629661463
1928	0.1629286472
1929	0.162866363
1930	0.1628148853
1931	0.1627808624
1932	0.1627682062
1933	0.1627316526
1934	0.162650094
1935	0.1625980839
1936	0.1625337183
1937	0.1624283936
1938	0.1623677762
1939	0.162313011
1940	0.1622426707
1941	0.162133661
1942	0.1620809128
1943	0.1620311726
1944	0.1620039739
1945	0.1619463771
1946	0.1618806942
1947	0.1618203393
1948	0.1617859166
1949	0.1617592257
1950	0.1617256778
1951	0.1617163565
1952	0.1616729946
1953	0.16164066
1954	0.1615495566
1955	0.1615209149
1956	0.1615094807
1957	0.1614482036
1958	0.1613974687
1959	0.161358912
1960	0.1612852939
1961	0.1612271721
1962	0.1611875027
1963	0.1611590693
1964	0.1611009689
1965	0.1610483829
1966	0.1609756835
1967	0.1609386916
1968	0.1609010252
1969	0.1608670746
1970	0.1607710539
1971	0.1607450766
1972	0.1607289999
1973	0.1606872277
1974	0.1606478639
1975	0.1606371453
1976	0.1605766688
1977	0.1605337001
1978	0.1604974138
1979	0.160460117
1980	0.1604193189
1981	0.160383673
1982	0.1603258427
1983	0.1602989965
1984	0.1602289623
1985	0.1602106967
1986	0.1601720156
1987	0.1600823023
1988	0.1600482677
1989	0.1599836458
1990	0.1599217534
1991	0.1598610605
1992	0.159766091
1993	0.1597054334
1994	0.1596719694
1995	0.1596126008
1996	0.1595309192
1997	0.1594936185
1998	0.1594322715
1999	0.1593285577
2000	0.1592369246
2001	0.1591992318
2002	0.159152521
2003	0.1590739003
2004	0.1590624909
2005	0.1590451204
2006	0.1590197857
2007	0.1589710077
2008	0.158894401
2009	0.1588626253
2010	0.1588334044
2011	0.1587480163
2012	0.158725693
2013	0.1586526337
2014	0.1586036769
2015	0.1585597621
2016	0.1585201285
2017	0.1584838945
2018	0.1584173758
2019	0.1583770121
2020	0.1583036066
2021	0.1582636587
2022	0.158188941
2023	0.1581302532
2024	0.1580934887
2025	0.1580472983
2026	0.1579552407
2027	0.157926655
2028	0.1578650343
2029	0.1577964268
2030	0.1577318052
2031	0.1576793093
2032	0.1576434182
2033	0.157608257
2034	0.1575681027
2035	0.157520968
2036	0.1574873955
2037	0.1574255751
2038	0.1573379825
2039	0.1572751356
2040	0.1571850753
2041	0.1571317567
2042	0.1571222056
2043	0.1570598419
2044	0.1569940083
2045	0.156919791
2046	0.1568569676
2047	0.1568083613
2048	0.1567456024
2049	0.1567071148
2050	0.1566809784
2051	0.1565965136
2052	0.1565413368
2053	0.1565140261
2054	0.1564684422
2055	0.1563951308
2056	0.1563560735
2057	0.156330366
2058	0.156295007
2059	0.1562361106
2060	0.1561923365
2061	0.1561453491
2062	0.1560968374
2063	0.156065028
2064	0.1559862107
2065	0.1558823451
2066	0.1558340702
2067	0.1557754005
2068	0.1557212951
2069	0.1556493177
2070	0.155604336
2071	0.1555941574
2072	0.1555536003
2073	0.1555400338
2074	0.155477174
2075	0.1554206506
2076	0.155391917
2077	0.1553671622
2078	0.1553150057
2079	0.1552643865
2080	0.1552267012
2081	0.1551842025
2082	0.155123172
2083	0.1550563425
2084	0.1549928087
2085	0.1549334834
2086	0.1549052309
2087	0.1548299418
2088	0.1548120606
2089	0.1547431645
2090	0.1547088753
2091	0.1546361968
2092	0.1545955249
2093	0.154560645
2094	0.1544776992
2095	0.1544261186
2096	0.1543960488
2097	0.1543836602
2098	0.1543147673
2099	0.1542848546
2100	0.1542467192
2101	0.1542311
2102	0.1541642224
2103	0.1541206153
2104	0.1540635738
2105	0.154015175
2106	0.1539632398
2107	0.1539247444
2108	0.1538599175
2109	0.1538320064
2110	0.1537950341
2111	0.1537608698
2112	0.1536929839
2113	0.1535936305
2114	0.1535486343
2115	0.1534981096
2116	0.1534743739
2117	0.1534282502
2118	0.1534118007
2119	0.1533726605
2120	0.1533086361
2121	0.1532775305
2122	0.1531847293
2123	0.153144682
2124	0.1530394759
2125	0.1530044021
2126	0.1529406187
2127	0.152922895
2128	0.1528842121
2129	0.1528613804
2130	0.1528018761
2131	0.1527478559
2132	0.152700622
2133	0.1526723093
2134	0.1526229754
2135	0.1525753926
2136	0.1525391698
2137	0.1525000845
2138	0.1524650903
2139	0.1524140237
2140	0.1523582979
2141	0.1523121169
2142	0.1522884147
2143	0.15223525
2144	0.1521507005
2145	0.1521166621
2146	0.1520711516
2147	0.1520469054
2148	0.1520390795
2149	0.151987901
2150	0.1519337333
2151	0.151870302
2152	0.1518395445
2153	0.1517701324
2154	0.1517297559
2155	0.1516662427
2156	0.1516018093
2157	0.1515586341
2158	0.1515142464
2159	0.1514728382
2160	0.1514647212
2161	0.1514515841
2162	0.1514116248
2163	0.1513001758
2164	0.151291314
2165	0.1512393998
2166	0.1511845231
2167	0.1511481141
2168	0.1510181852
2169	0.1510021044
2170	0.1509308805
2171	0.1508856877
2172	0.1508278887
2173	0.1507650327
2174	0.15073546
2175	0.150697673
2176	0.1506773456
2177	0.1506167236
2178	0.1505638023
2179	0.1505410651
2180	0.1504842615
2181	0.1504598882
2182	0.1504050497
2183	0.150350914
2184	0.1502856727
2185	0.1502038976
2186	0.1501493163
2187	0.1501132039
2188	0.1500758514
2189	0.1500105479
2190	0.1499643292
2191	0.149933476
2192	0.1499216491
2193	0.1498700076
2194	0.1498315516
2195	0.1497735334
2196	0.1497564485
2197	0.1497044114
2198	0.1496184955
2199	0.149566746
2200	0.1495448864
2201	0.1495357318
2202	0.149495702
2203	0.1494680526
2204	0.1494451589
2205	0.1493891168
2206	0.1493070609
2207	0.1492557635
2208	0.1492133287
2209	0.1491333037
2210	0.1490983135
2211	0.1490755393
2212	0.1489754141
2213	0.1489280851
2214	0.1488819551
2215	0.1488347486
2216	0.1487966711
2217	0.1487769323
2218	0.1487462544
2219	0.1487122331
2220	0.1486279379
2221	0.1485903658
2222	0.1485677971
2223	0.1485465872
2224	0.1485136042
2225	0.1484805653
2226	0.1484453267
2227	0.1483908966
2228	0.148335525
2229	0.1482743369
2230	0.1482401774
2231	0.1481991851
2232	0.1481714045
2233	0.1481435067
2234	0.1480932635
2235	0.1480389287
2236	0.1479894955
2237	0.147971729
2238	0.1479372921
2239	0.1478938424
2240	0.1478479567
2241	0.1477909282
2242	0.1477407354
2243	0.1476977839
2244	0.1476814979
2245	0.1476565438
2246	0.1476215834
2247	0.1475837557
2248	0.1475408081
2249	0.1474995295
2250	0.1474639265
2251	0.1474369629
2252	0.1473757868
2253	0.1472925475
2254	0.1472763105
2255	0.1472134247
2256	0.1471357634
2257	0.1471132747
2258	0.1470531981
2259	0.1470455666
2260	0.1470267772
2261	0.1469912102
2262	0.1469604463
2263	0.1469279525
2264	0.1468765395
2265	0.1468447668
2266	0.1468135516
2267	0.1467793177
2268	0.1467239978
2269	0.1466465288
2270	0.146604845
2271	0.1465476973
2272	0.1465281483
2273	0.1464599893
2274	0.1464360642
2275	0.146406684
2276	0.1463376271
2277	0.146317447
2278	0.1462693963
2279	0.1462600789
2280	0.1462252356
2281	0.1461911877
2282	0.1461711311
2283	0.1461238205
2284	0.1461074563
2285	0.1460838784
2286	0.146058903
2287	0.1460183171
2288	0.145979862
2289	0.14594358
2290	0.1459118663
2291	0.1459014745
2292	0.1458496072
2293	0.1458245469
2294	0.1457040238
2295	0.1456717839
2296	0.1456359086
2297	0.1456272489
2298	0.1455895933
2299	0.1455689708
2300	0.1455017119
2301	0.1454177905
2302	0.1453713387
2303	0.1453550267
2304	0.1453088801
2305	0.1452670246
2306	0.1451848659
2307	0.1451699257
2308	0.1451517462
2309	0.1450955928
2310	0.1450552395
2311	0.1450026192
2312	0.1449419778
2313	0.1449328721
2314	0.1448642255
2315	0.144821624
2316	0.1447763975
2317	0.1447518872
2318	0.1447228208
2319	0.1446506332
2320	0.1446180086
2321	0.14460139
2322	0.1445246457
2323	0.1445143771
2324	0.1444792398
2325	0.1444588097
2326	0.1444511784
2327	0.1444368663
2328	0.1444143531
2329	0.1444005115
2330	0.1443492049
2331	0.1443028546
2332	0.1442528643
2333	0.1442198402
2334	0.1441914412
2335	0.1441781677
2336	0.1441340031
2337	0.1440822278
2338	0.1440584433
2339	0.1440096778
2340	0.1439444168
2341	0.1439314476
2342	0.1439066816
2343	0.1438761415
2344	0.1438181738
2345	0.143785951
2346	0.1437326383
2347	0.1436967486
2348	0.1436436345
2349	0.1436150553
2350	0.1435384037
2351	0.1434858045
2352	0.1434590936
2353	0.1434336533
2354	0.1434019407
2355	0.1433700519
2356	0.1433357453
2357	0.1432960709
2358	0.1432298171
2359	0.143170934
2360	0.1431277714
2361	0.1430700287
2362	0.1430194131
2363	0.1429719502
2364	0.1429497986
2365	0.1429225774
2366	0.142879825
2367	0.1428230213
2368	0.1427551954
2369	0.142711373
2370	0.1426753849
2371	0.1426276779
2372	0.1426110405
2373	0.1425980007
2374	0.1425858168
2375	0.1425585757
2376	0.1424979586
2377	0.1424793492
2378	0.1424322864
2379	0.1424202201
2380	0.1423575611
2381	0.1423487252
2382	0.1423355835
2383	0.1422971675
2384	0.1422839604
2385	0.1422586457
2386	0.1422156864
2387	0.1421979105
2388	0.1421790252
2389	0.1421195037
2390	0.1420581964
2391	0.1420238199
2392	0.1420055746
2393	0.141931299
2394	0.141902676
2395	0.1418857432
2396	0.1418569866
2397	0.1418234122
2398	0.1417917787
2399	0.1417610292
2400	0.1417365112
2401	0.1417011396
2402	0.1416386515
2403	0.1415570186
2404	0.1415240142
2405	0.1415099465
2406	0.1414636237
2407	0.1414500573
2408	0.141402422
2409	0.1413751262
2410	0.1413270876
2411	0.1412767858
2412	0.1412486215
2413	0.1412264924
2414	0.1411721521
2415	0.1411404843
2416	0.141115511
2417	0.1410905178
2418	0.1410648083
2419	0.1410239896
2420	0.141010913
2421	0.1409799542
2422	0.1409532643
2423	0.140929233
2424	0.1409068127
2425	0.1408815502
2426	0.140804674
2427	0.140767507
2428	0.1406974533
2429	0.1406723226
2430	0.1406433756
2431	0.1406167814
2432	0.1406088075
2433	0.1405651369
2434	0.1405219406
2435	0.1404954107
2436	0.1404148347
2437	0.1403796343
2438	0.140312721
2439	0.140290583
2440	0.1402720553
2441	0.1402269289
2442	0.1401820474
2443	0.1401574107
2444	0.1401131284
2445	0.1400850538
2446	0.1400666709
2447	0.1400119153
2448	0.1399907415
2449	0.1399684485
2450	0.1399072946
2451	0.1398660325
2452	0.1398287439
2453	0.1398146761
2454	0.1397785317
2455	0.1397495006
2456	0.1397330941
2457	0.1396735616
2458	0.1396101243
2459	0.1395804366
2460	0.1395448709
2461	0.1394966168
2462	0.1394795873
2463	0.1394566784
2464	0.1393937871
2465	0.139363395
2466	0.1393532741
2467	0.1393117558
2468	0.1393025724
2469	0.1392685468
2470	0.1392226371
2471	0.1391908485
2472	0.1391493788
2473	0.1390931738
2474	0.1390815694
2475	0.1390464578
2476	0.1390066137
2477	0.1389882641
2478	0.1389561571
2479	0.1389306516
2480	0.1389042368
2481	0.1388657605
2482	0.1388111048
2483	0.1387671824
2484	0.1387483097
2485	0.1386959229
2486	0.1386598796
2487	0.138607066
2488	0.1385654753
2489	0.1385181928
2490	0.1384903899
2491	0.1384266155
2492	0.1383809456
2493	0.1383282328
2494	0.1382743723
2495	0.1382659728
2496	0.1382407496
2497	0.1382060712
2498	0.1381619
2499	0.1381504382
2500	0.1381184746
2501	0.1380576507
2502	0.1380143062
2503	0.1379836188
2504	0.1379232123
2505	0.1378122523
2506	0.1377787851
2507	0.1377641148
2508	0.1377435901
2509	0.1376977187
2510	0.1376618847
2511	0.1376317847
2512	0.1376055826
2513	0.1375851389
2514	0.1375475953
2515	0.1375048107
2516	0.1374629953
2517	0.1374430927
2518	0.1374216453
2519	0.137386892
2520	0.1373576217
2521	0.1373157132
2522	0.1372843575
2523	0.137249579
2524	0.1371974823
2525	0.1371649568
2526	0.137142814
2527	0.1370968482
2528	0.1370582153
2529	0.1370327478
2530	0.1370216844
2531	0.1369845076
2532	0.1369497317
2533	0.1369339906
2534	0.1369179971
2535	0.1368841321
2536	0.1368622936
2537	0.1368409499
2538	0.1368024823
2539	0.1367595869
2540	0.1367062932
2541	0.1366780581
2542	0.1366558019
2543	0.1366118581
2544	0.1365790216
2545	0.1365719452
2546	0.1365382285
2547	0.1365036744
2548	0.1364565172
2549	0.1364354309
2550	0.1364284098
2551	0.1363825417
2552	0.1363033112
2553	0.1362760827
2554	0.1362517909
2555	0.1362453798
2556	0.1361724424
2557	0.1361445742
2558	0.1361067735
2559	0.1360780709
2560	0.13602842
2561	0.1359901775
2562	0.1359457062
2563	0.1358980831
2564	0.135874354
2565	0.1358505504
2566	0.1357954329
2567	0.1357166712
2568	0.1357099547
2569	0.1356481714
2570	0.1356263781
2571	0.1356141489
2572	0.1355695943
2573	0.1355276399
2574	0.1354658052
2575	0.1353950122
2576	0.135341039
2577	0.1353167187
2578	0.1352994521
2579	0.1352789906
2580	0.1352372509
2581	0.1352176478
2582	0.1352116544
2583	0.1351813738
2584	0.1351491744
2585	0.1351300581
2586	0.135117008
2587	0.1350674652
2588	0.1350598193
2589	0.1350345719
2590	0.1350080292
2591	0.1349752071
2592	0.1349319495
2593	0.1349046009
2594	0.134889767
2595	0.1348698703
2596	0.134843157
2597	0.1348182055
2598	0.1347922833
2599	0.1347787926
2600	0.1347301647
2601	0.1346691908
2602	0.1346532018
2603	0.1346261525
2604	0.1346149205
2605	0.1345869409
2606	0.1345288756
2607	0.1345006129
2608	0.1344615619
2609	0.1344301913
2610	0.1344052741
2611	0.1343655704
2612	0.1343428962
2613	0.1343159227
2614	0.1342941533
2615	0.1342430249
2616	0.1342052818
2617	0.1342000406
2618	0.1341774174
2619	0.1341412913
2620	0.1340875958
2621	0.1340367224
2622	0.1340123485
2623	0.133989029
2624	0.1339621009
2625	0.13393776
2626	0.1338617337
2627	0.1338390485
2628	0.1338061642
2629	0.1337568679
2630	0.1337101716
2631	0.1336762976
2632	0.1336446096
2633	0.1336244372
2634	0.1335978503
2635	0.1335737535
2636	0.1335315672
2637	0.1334816017
2638	0.1334396713
2639	0.1333945222
2640	0.1333750612
2641	0.1333151236
2642	0.1332884108
2643	0.1332783673
2644	0.1332640374
2645	0.1332401159
2646	0.1332249506
2647	0.1332050254
2648	0.1331869125
2649	0.1331147782
2650	0.1330774054
2651	0.133009397
2652	0.1329751165
2653	0.1329382968
2654	0.1328354007
2655	0.132790795
2656	0.1327666879
2657	0.1327286289
2658	0.1327034006
2659	0.1326812075
2660	0.1326748999
2661	0.1326314036
2662	0.1325953557
2663	0.1325641047
2664	0.1325501945
2665	0.1324878959
2666	0.1324607182
2667	0.1323843688
2668	0.1323671914
2669	0.132345277
2670	0.1323357518
2671	0.1323261191
2672	0.1323057288
2673	0.1322998995
2674	0.1322472435
2675	0.1321915596
2676	0.1321617576
2677	0.1321357119
2678	0.1321037067
2679	0.1320536577
2680	0.1320441647
2681	0.1320254031
2682	0.132015735
2683	0.1319973563
2684	0.1319756096
2685	0.1319507767
2686	0.1319278802
2687	0.1318939282
2688	0.1318651724
2689	0.1318033332
2690	0.1317688211
2691	0.1317459765
2692	0.1317322751
2693	0.1317186774
2694	0.1316927705
2695	0.1316776502
2696	0.1316158005
2697	0.131549132
2698	0.1315279817
2699	0.1315056709
2700	0.1314783266
2701	0.1314587004
2702	0.1314066327
2703	0.1313737026
2704	0.1313570225
2705	0.1313206319
2706	0.1312675569
2707	0.1312264718
2708	0.1311851476
2709	0.1311657751
2710	0.1311285743
2711	0.131034388
2712	0.1310285242
2713	0.131023074
2714	0.130998366
2715	0.1309339864
2716	0.1308797764
2717	0.1307979918
2718	0.1307502882
2719	0.1307447633
2720	0.1306958723
2721	0.1306867345
2722	0.130644943
2723	0.1306042033
2724	0.1305982517
2725	0.1305449425
2726	0.1305225276
2727	0.1304646369
2728	0.1304439548
2729	0.1304008513
2730	0.1303449865
2731	0.1303199066
2732	0.1303126972
2733	0.1302838921
2734	0.1302800713
2735	0.1302483543
2736	0.1302056772
2737	0.1301642989
2738	0.1301560963
2739	0.1301164275
2740	0.1300941642
2741	0.130022285
2742	0.1299752824
2743	0.1299151058
2744	0.129903802
2745	0.1298810085
2746	0.1298081718
2747	0.1297894251
2748	0.1297648722
2749	0.1297376982
2750	0.129724174
2751	0.1297050933
2752	0.1296412639
2753	0.1296203879
2754	0.1295495431
2755	0.1295403364
2756	0.1294602894
2757	0.1294573315
2758	0.1294267253
2759	0.1293930027
2760	0.1293641972
2761	0.1293491293
2762	0.129331949
2763	0.1293250447
2764	0.1292852854
2765	0.1292278919
2766	0.1291874205
2767	0.1291571848
2768	0.129116847
2769	0.1290443831
2770	0.1290305684
2771	0.1289807562
2772	0.1289498864
2773	0.1289355281
2774	0.1289190906
2775	0.1288853013
2776	0.128840907
2777	0.128812677
2778	0.1287715193
2779	0.1287402023
2780	0.1286781813
2781	0.1286672293
2782	0.1286410076
2783	0.1286336105
2784	0.1285808116
2785	0.1285707192
2786	0.1285453621
2787	0.1285313754
2788	0.1285164773
2789	0.128494506
2790	0.1284785498
2791	0.1284446897
2792	0.1284231858
2793	0.1284196553
2794	0.1284037215
2795	0.1283467171
2796	0.1283376548
2797	0.1282997507
2798	0.1282762471
2799	0.1282051134
2800	0.1281863259
2801	0.1281271578
2802	0.128093043
2803	0.1280860648
2804	0.1280574646
2805	0.1279892524
2806	0.1279606294
2807	0.1279479917
2808	0.1279394727
2809	0.127924213
2810	0.1278694046
2811	0.1278414305
2812	0.127813891
2813	0.1277927927
2814	0.1277297652
2815	0.1276941774
2816	0.1276568937
2817	0.1276431262
2818	0.1276307459
2819	0.1276237941
2820	0.1275907183
2821	0.1275543929
2822	0.1275308624
2823	0.1274810655
2824	0.127466455
2825	0.1274387983
2826	0.1273886586
2827	0.12734485
2828	0.1273316363
2829	0.1273183972
2830	0.127291882
2831	0.1272569823
2832	0.1271970079
2833	0.1271580953
2834	0.1271339322
2835	0.1270918205
2836	0.1270717085
2837	0.127034812
2838	0.1269956713
2839	0.1269614924
2840	0.1269497489
2841	0.1269269987
2842	0.1268736393
2843	0.1268605796
2844	0.1268448041
2845	0.1268196239
2846	0.1268025971
2847	0.1267577646
2848	0.1267188906
2849	0.1266955514
2850	0.1266885599
2851	0.1266500798
2852	0.1266298826
2853	0.1266055665
2854	0.1265782393
2855	0.1265195532
2856	0.1264997224
2857	0.1264803747
2858	0.1264415446
2859	0.1264315701
2860	0.1263874366
2861	0.1263618007
2862	0.1263476345
2863	0.126318236
2864	0.126285389
2865	0.1262503412
2866	0.1262272104
2867	0.1262139026
2868	0.1261837847
2869	0.1261634585
2870	0.1261285624
2871	0.1260922307
2872	0.1260298249
2873	0.1259937301
2874	0.1259585632
2875	0.1259381263
2876	0.1259333659
2877	0.125886464
2878	0.1258393983
2879	0.1258284938
2880	0.125781039
2881	0.1257316314
2882	0.1257157328
2883	0.1256805183
2884	0.1256465129
2885	0.1256047828
2886	0.1255801036
2887	0.1255565631
2888	0.1255332468
2889	0.1255184003
2890	0.1255029691
2891	0.1254701963
2892	0.1254613723
2893	0.1254295531
2894	0.1253664075
2895	0.1253477105
2896	0.1253024725
2897	0.1252950512
2898	0.125275154
2899	0.1252555205
2900	0.1252122414
2901	0.1251965737
2902	0.1251628429
2903	0.1251146442
2904	0.1251058405
2905	0.1250735085
2906	0.1250489334
2907	0.1250266217
2908	0.1249954093
2909	0.1249647706
2910	0.1249250097
2911	0.1249066885
2912	0.1248762224
2913	0.1248417552
2914	0.1247914825
2915	0.1247015541
2916	0.1246731945
2917	0.1246668292
2918	0.1246531172
2919	0.124633894
2920	0.124585153
2921	0.124570019
2922	0.1245439907
2923	0.1244785198
2924	0.1244497808
2925	0.1244117351
2926	0.1243932141
2927	0.1243521848
2928	0.1243143699
